Financial Year,Type of flow,Country,Sector,Sector Name,Expense $'000
2016/17,ODA,Cook Islands,31310,Fishing policy and administrative management,552.4
2016/17,ODA,Cook Islands,31320,Fishery development,40
2016/17,ODA,Guyana,32130,Small and medium-sized enterprises (SME) development,19.6
2016/17,ODA,Guyana,32210,Mineral/mining policy and administrative management,46
2016/17,ODA,Kyrgyzstan,31140,Agricultural water resources,52.3
2016/17,ODA,Kyrgyzstan,32140,Cottage industries and handicraft,45
2016/17,ODA,Kyrgyzstan,32210,Mineral/mining policy and administrative management,92
2016/17,ODA,Maldives,24081,Education/training in banking and financial services,8.6
2016/17,ODA,Mauritania,32210,Mineral/mining policy and administrative management,138
2016/17,ODA,Nauru,21040,Water transport,3300
2016/17,ODA,Nauru,23110,Energy policy and administrative management,10
2016/17,ODA,Nauru,24081,Education/training in banking and financial services,8.6
2016/17,ODA,Nauru,31310,Fishing policy and administrative management,561.9
2016/17,ODA,Nauru,31320,Fishery development,40
2016/17,ODA,Nauru,33120,Trade facilitation,173.3
2016/17,ODA,Nauru,33122,"Trade customs duties, tariffs and levies",1000
2016/17,ODA,Niue,24081,Education/training in banking and financial services,4.3
2016/17,ODA,Niue,31310,Fishing policy and administrative management,552.4
2016/17,ODA,Niue,31320,Fishery development,40
2016/17,ODA,Palau,22040,Information and communication technology (ICT),500
2016/17,ODA,Palau,24081,Education/training in banking and financial services,8.6
2016/17,ODA,Palau,31310,Fishing policy and administrative management,552.4
2016/17,ODA,Palau,31320,Fishery development,40
2016/17,ODA,Palau,31381,Fishery education/training,32.6
2016/17,ODA,Sao Tome & Principe,32140,Cottage industries and handicraft,7.3
2016/17,ODA,Sao Tome & Principe,32161,Agro-industries,11.6
2016/17,ODA,Seychelles,24081,Education/training in banking and financial services,3.4
2016/17,ODA,Seychelles,33181,Trade education/training,3.4
2016/17,ODA,Somalia,32210,Mineral/mining policy and administrative management,138
2016/17,ODA,South America Unspecified,32210,Mineral/mining policy and administrative management,92
2016/17,ODA,Tokelau,24081,Education/training in banking and financial services,4.3
2016/17,ODA,Tokelau,31310,Fishing policy and administrative management,552.4
2016/17,ODA,Tokelau,31320,Fishery development,40
2016/17,ODA,Tunisia,32140,Cottage industries and handicraft,5
2016/17,ODA,Tunisia,32210,Mineral/mining policy and administrative management,46
2016/17,OOF,Asia Unspecified,22010,Communications policy and administrative management,985
2016/17,OOF,Asia Unspecified,31310,Fishing policy and administrative management,81.1
2016/17,OOF,Asia Unspecified,33120,Trade facilitation,38.2
2016/17,OOF,Chile,25010,Business support services and institutions,22
2016/17,OOF,China,21010,Transport policy and administrative management,38.5
2016/17,OOF,China,22030,Radio/television/print media,33
2016/17,OOF,China,22040,Information and communication technology (ICT),38.5
2016/17,OOF,China,24010,Financial policy and administrative management,20
2016/17,OOF,China,25010,Business support services and institutions,65
2016/17,OOF,China,31161,Food crop production,21.4
2016/17,OOF,China,32210,Mineral/mining policy and administrative management,17.5
2016/17,OOF,China,33120,Trade facilitation,81.5
2016/17,OOF,Colombia,32210,Mineral/mining policy and administrative management,44
2016/17,OOF,Far East Asia Unspecified,21010,Transport policy and administrative management,214.8
2016/17,OOF,Global Unspecified,31110,Agricultural policy and administrative management,150
2016/17,OOF,Global Unspecified,33110,Trade policy and administrative management,478.6
2016/17,OOF,India,31161,Food crop production,47.5
2016/17,OOF,India,32220,Mineral prospection and exploration,30
2016/17,OOF,Indonesia,21010,Transport policy and administrative management,253.9
2016/17,OOF,Indonesia,21050,Air transport,262.2
2016/17,OOF,Indonesia,22040,Information and communication technology (ICT),110
2016/17,OOF,Indonesia,31120,Agricultural development,485.2
2016/17,OOF,Indonesia,31182,Agricultural research,2578
2016/17,OOF,Indonesia,31191,Agricultural services,454
2016/17,OOF,Indonesia,31195,Livestock/veterinary services,31.5
2016/17,OOF,Indonesia,31310,Fishing policy and administrative management,92.9
2016/17,OOF,Kiribati,31320,Fishery development,329.9
2016/17,OOF,Marshall Islands,31320,Fishery development,412
2016/17,OOF,"Micronesia, Fed. Sts.",31320,Fishery development,216.3
2016/17,OOF,Oceania Unspecified,31291,Forestry services,329.3
2016/17,OOF,Oceania Unspecified,33181,Trade education/training,398
2016/17,OOF,Philippines,21050,Air transport,309.6
2016/17,OOF,Samoa,31320,Fishery development,100.4
2016/17,OOF,Solomon Islands,31320,Fishery development,645.1
2016/17,OOF,Thailand,21050,Air transport,262.2
2016/17,OOF,Timor-Leste,31120,Agricultural development,56.7
2016/17,OOF,Tonga,31320,Fishery development,2343.8
2016/17,OOF,Tuvalu,31320,Fishery development,353.3
2016/17,OOF,Vanuatu,31320,Fishery development,809.6
2016/17,OOF,Cook Islands,31320,Fishery development,146.4
2016/17,OOF,Palau,31320,Fishery development,495.4
2016/17,OOF,South America Unspecified,25010,Business support services and institutions,33
